,reconstruction_error,Label_x,index,cpu_usage,memory_usage[kb],label,timestamp,timestamp1,Timestamp [ms],"	CPU cores","	CPU capacity provisioned [MHZ]","	CPU usage [MHZ]","	CPU usage [%]","	Memory capacity provisioned [KB]","	Memory usage [KB]","	Disk read throughput [KB/s]","	Disk write throughput [KB/s]","	Network received throughput [KB/s]","	Network transmitted throughput [KB/s]",Label_y
373,1.45E-05,0,7383,0.666666667,0,0,13766750561,13766564061,1378531763,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1.333333333,0,1.066666667,0
374,1.49E-05,0,6555,0.583333333,0,0,13766751161,13766564161,1378283339,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.733333333,0,0.933333333,0
375,1.48E-05,0,5442,0.6,0,0,13766751761,13766564261,1377949405,4,11703.99824,70.22398944,0.6,67108864,0,0,0.666666667,0,1,0
376,1.53E-05,0,432,0.5,0,0,13766752361,13766564361,1376444457,4,11703.99824,58.5199912,0.5,67108864,0,0,1.333333333,0,1,0
377,9.04E-06,0,1102,0.633333333,134217.6,0,13766752961,13766564461,1376645475,4,11703.99824,74.12532219,0.633333333,67108864,134217.6,0,0.333333333,0,1,0
378,1.46E-05,0,5547,0.633333333,0,0,13766753561,13766564561,1377980908,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.666666667,0,1,0
379,1.46E-05,0,8032,0.633333333,0,0,13766754161,13766564661,1378726482,4,11703.99824,74.12532219,0.633333333,67108864,0,0,1,0,1,0
380,1.48E-05,0,1148,0.6,0,0,13766754761,13766564761,1376659276,4,11703.99824,70.22398944,0.6,67108864,0,0,0.666666667,0,1,0
381,1.45E-05,0,7117,0.666666667,0,0,13766755361,13766564861,1378451955,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1,0,1,0
382,1.44E-05,0,7697,0.683333333,0,0,13766755961,13766564961,1378625972,4,11703.99824,79.97732131,0.683333333,67108864,0,0,1,0,1,0
383,1.50E-05,0,2937,0.566666667,0,0,13766756561,13766565061,1377196643,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.666666667,0,1,0
384,1.33E-05,0,1507,0.6,223696,0,13766757161,13766565161,1376766986,4,11703.99824,70.22398944,0.6,67108864,223696,0,0.333333333,0,1,0
385,1.53E-05,0,4803,0.516666667,0,0,13766757761,13766565261,1377757690,4,11703.99824,60.47065757,0.516666667,67108864,0,0,0.4,0,1,0
386,0.000491184,0,8554,7.5,1565872,0,13766758361,13766565361,1378883096,4,11703.99824,877.799868,7.5,67108864,1565872,7.6,5.4,2138.8,61.2,0
387,1.49E-05,0,6437,0.583333333,0,0,13766758961,13766565461,1378247935,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.733333333,0,1,0
388,1.50E-05,0,1343,0.566666667,0,0,13766759561,13766565561,1376717782,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.533333333,0,1,0
389,1.51E-05,0,2999,0.55,0,0,13766760161,13766565661,1377215245,4,11703.99824,64.37199032,0.55,67108864,0,0,0.666666667,0,1,0
390,1.46E-05,0,6615,0.633333333,0,0,13766760761,13766565761,1378301341,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.8,0,1,0
391,1.48E-05,0,1618,0.6,0,0,13766761361,13766565861,1376800293,4,11703.99824,70.22398944,0.6,67108864,0,0,0.333333333,0,1,0
392,0.000796882,0,328,94.85,13063856.8,0,13766761961,13766565961,1376413255,4,11703.99824,11101.24233,94.85,67108864,13063856.8,32.86666667,6592.133333,0,1.6,0
393,1.50E-05,0,5708,0.566666667,0,0,13766762561,13766566061,1378029213,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.533333333,0,1,0
394,1.53E-05,0,2366,0.5,0,0,13766763161,13766566161,1377025326,4,11703.99824,58.5199912,0.5,67108864,0,0,3.25,0,1,0
395,1.45E-05,0,4818,0.65,0,0,13766763761,13766566261,1377762190,4,11703.99824,76.07598856,0.65,67108864,0,0,0.4,0,1,0
396,1.53E-05,0,1984,0.516666667,0,0,13766764361,13766566361,1376910104,4,11703.99824,60.47065757,0.516666667,67108864,0,0,0.333333333,0,1,0
397,0.000647671,0,7153,93.9,12661204.27,0,13766764961,13766566461,1378462756,4,11703.99824,10990.05435,93.9,67108864,12661204.27,8.266666667,11880.33333,0.2,33.46666667,0
398,1.45E-05,0,8001,0.65,0,0,13766765561,13766566561,1378717181,4,11703.99824,76.07598856,0.65,67108864,0,0,1,0,1,0
399,1.46E-05,0,6142,0.633333333,0,0,13766766161,13766566661,1378159425,4,11703.99824,74.12532219,0.633333333,67108864,0,0,2,0,1,0
400,1.42E-05,0,6234,0.716666667,0,0,13766766761,13766566761,1378187028,4,11703.99824,83.87865405,0.716666667,67108864,0,0,0.6,0,1,0
401,1.43E-05,0,3599,0.7,0,0,13766767361,13766566861,1377395861,4,11703.99824,81.92798768,0.7,67108864,0,0,0.6,0,1,0
402,1.44E-05,0,5858,0.683333333,0,0,13766767961,13766566961,1378074218,4,11703.99824,79.97732131,0.683333333,67108864,0,0,0.866666667,0,1,0
403,1.45E-05,0,1980,0.666666667,0,0,13766768561,13766567061,1376908904,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.333333333,0,1,0
404,1.47E-05,0,2232,0.616666667,0,0,13766769161,13766567161,1376984512,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.533333333,0,1,0
405,1.45E-05,0,6348,0.666666667,0,0,13766769761,13766567261,1378221232,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.666666667,0,1,0
406,1.45E-05,0,5540,0.65,0,0,13766770361,13766567361,1377978808,4,11703.99824,76.07598856,0.65,67108864,0,0,0.4,0,0.933333333,0
407,1.43E-05,0,7689,0.7,0,0,13766770961,13766567461,1378623571,4,11703.99824,81.92798768,0.7,67108864,0,0,1,0,1,0
408,1.53E-05,0,2006,0.5,0,0,13766771561,13766567561,1376916705,4,11703.99824,58.5199912,0.5,67108864,0,0,0.333333333,0,1,0
409,1.45E-05,0,4761,0.666666667,0,0,13766772161,13766567661,1377745089,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.533333333,0,1,0
410,1.52E-05,0,438,0.533333333,0,0,13766772761,13766567761,1376446257,4,11703.99824,62.42132395,0.533333333,67108864,0,0,1.333333333,0,1,0
411,0.01001554,0,356,93.68333333,17940434.4,0,13766773361,13766567861,1376421655,4,11703.99824,10964.69568,93.68333333,67108864,17940434.4,136.8,14069.6,3.666666667,1.533333333,0
412,1.48E-05,0,5795,0.6,0,0,13766773961,13766567961,1378055315,4,11703.99824,70.22398944,0.6,67108864,0,0,0.466666667,0,1,0
413,1.50E-05,0,5695,0.566666667,0,0,13766774561,13766568061,1378025312,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.6,0,1,0
414,1.45E-05,0,2414,0.65,0,0,13766775161,13766568161,1377039729,4,11703.99824,76.07598856,0.65,67108864,0,0,0.6,0,1,0
415,1.47E-05,0,6108,0.616666667,0,0,13766775761,13766568261,1378149224,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.6,0,1,0
416,1.47E-05,0,67,0.616666667,0,0,13766776361,13766568361,1376334947,4,11703.99824,72.17465581,0.616666667,67108864,0,0,1.333333333,0,1,0
417,1.45E-05,0,5747,0.65,0,0,13766776961,13766568461,1378040914,4,11703.99824,76.07598856,0.65,67108864,0,0,0.533333333,0,1,0
418,9.72E-06,0,1763,0.566666667,134217.6,0,13766777561,13766568561,1376843796,4,11703.99824,66.32265669,0.566666667,67108864,134217.6,0,1.266666667,0,1.066666667,0
419,1.50E-05,0,3538,0.566666667,0,0,13766778161,13766568661,1377376959,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.666666667,0,1,0
420,1.44E-05,0,6406,0.683333333,0,0,13766778761,13766568761,1378238634,4,11703.99824,79.97732131,0.683333333,67108864,0,0,0.666666667,0,1,0
421,1.50E-05,0,3206,0.566666667,0,0,13766779361,13766568861,1377277350,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.533333333,0,1,0
422,1.42E-05,0,6136,0.716666667,0,0,13766779961,13766568961,1378157625,4,11703.99824,83.87865405,0.716666667,67108864,0,0,0.666666667,0,1,0
423,1.47E-05,0,36,0.616666667,0,0,13766780561,13766569061,1376325647,4,11703.99824,72.17465581,0.616666667,67108864,0,0,1.333333333,0,1,0
424,1.46E-05,0,6775,0.633333333,0,0,13766781161,13766569161,1378349345,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.4,0,1,0
425,1.45E-05,0,1352,0.666666667,0,0,13766781761,13766569261,1376720482,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1,0,1,0
426,1.51E-05,0,4893,0.55,0,0,13766782361,13766569361,1377784692,4,11703.99824,64.37199032,0.55,67108864,0,0,0.666666667,0,1,0
427,0.002186296,0,7166,93.01666667,7068797.867,0,13766782961,13766569461,1378466657,4,11703.99824,10886.66903,93.01666667,67108864,7068797.867,0.4,17774.93333,0.133333333,65.8,0
428,1.53E-05,0,1729,0.5,0,0,13766783561,13766569561,1376833596,4,11703.99824,58.5199912,0.5,67108864,0,0,0.8,0.066666667,1.066666667,0
429,1.46E-05,0,6446,0.642857143,0,0,13766784161,13766569661,1378250635,4,11703.99824,75.23998869,0.642857143,67108864,0,0,0.714285714,0,0.928571429,0
430,9.38E-06,0,6879,0.6,134217.6,0,13766784761,13766569761,1378380548,4,11703.99824,70.22398944,0.6,67108864,134217.6,0,0.666666667,0,1,0
431,1.51E-05,0,1648,0.55,0,0,13766785361,13766569861,1376809293,4,11703.99824,64.37199032,0.55,67108864,0,0,0.666666667,0,1,0
432,1.51E-05,0,5563,0.55,0,0,13766785961,13766569961,1377985708,4,11703.99824,64.37199032,0.55,67108864,0,0,0.666666667,0,1,0
433,1.04E-05,0,300,0.616666667,178956.8,0,13766786561,13766570061,1376404853,4,11703.99824,72.17465581,0.616666667,67108864,178956.8,0,1.333333333,0,1,0
434,1.45E-05,0,4497,0.666666667,0,0,13766787161,13766570161,1377665583,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.666666667,0,1,0
435,1.45E-05,0,6399,0.666666667,0,0,13766787761,13766570261,1378236533,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.666666667,0,1,0
436,1.51E-05,0,3146,0.55,0,0,13766788361,13766570361,1377259349,4,11703.99824,64.37199032,0.55,67108864,0,0,0.533333333,0,1,0
437,1.42E-05,0,7696,0.716666667,0,0,13766788961,13766570461,1378625672,4,11703.99824,83.87865405,0.716666667,67108864,0,0,1,0,1,0
438,1.51E-05,0,1901,0.55,0,0,13766789561,13766570561,1376885202,4,11703.99824,64.37199032,0.55,67108864,0,0,0.533333333,0,1,0
439,1.50E-05,0,8043,0.566666667,0,0,13766790161,13766570661,1378729783,4,11703.99824,66.32265669,0.566666667,67108864,0,0,1,0,1,0
440,1.49E-05,0,1168,0.583333333,0,0,13766790761,13766570761,1376665277,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.933333333,0,1.066666667,0
441,1.45E-05,0,1810,0.65,0,0,13766791361,13766570861,1376857897,4,11703.99824,76.07598856,0.65,67108864,0,0,0.6,0,1,0
442,1.42E-05,0,6404,0.733333333,0,0,13766791961,13766570961,1378238034,4,11703.99824,85.82932043,0.733333333,67108864,0,0,0.733333333,0,1,0
443,1.51E-05,0,3405,0.535714286,0,0,13766792561,13766571061,1377337055,4,11703.99824,62.69999057,0.535714286,67108864,0,0,0.571428571,0,1,0
444,1.53E-05,0,3585,0.516666667,0,0,13766793161,13766571161,1377391660,4,11703.99824,60.47065757,0.516666667,67108864,0,0,0.6,0,1,0
445,1.52E-05,0,4330,0.533333333,0,0,13766793761,13766571261,1377615479,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.333333333,0,1,0
446,1.45E-05,0,2415,0.666666667,0,0,13766794361,13766571361,1377040029,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.6,0,1,0
447,1.50E-05,0,904,0.566666667,0,0,13766794961,13766571461,1376586070,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.333333333,0,1,0
448,1.47E-05,0,3763,0.616666667,0,0,13766795561,13766571561,1377445065,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.333333333,0,1,0
449,1.47E-05,0,5700,0.616666667,0,0,13766796161,13766571661,1378026812,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.933333333,0,1.066666667,0
450,1.13E-05,0,5331,0.633333333,44739.2,0,13766796761,13766571761,1377916102,4,11703.99824,74.12532219,0.633333333,67108864,44739.2,0,0.533333333,0,1,0
451,1.45E-05,0,7118,0.666666667,0,0,13766797361,13766571861,1378452255,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1.266666667,0,1,0
452,1.45E-05,0,5636,0.65,0,0,13766797961,13766571961,1378007611,4,11703.99824,76.07598856,0.65,67108864,0,0,0.8,0,0.933333333,0
453,1.50E-05,0,4379,0.566666667,0,0,13766798561,13766572061,1377630180,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.666666667,0,1,0
454,0.003331136,0,7198,93.23333333,6352970.4,0,13766799161,13766572161,1378476258,4,11703.99824,10912.02769,93.23333333,67108864,6352970.4,0.4,17736.33333,0.066666667,55,0
455,1.53E-05,0,7581,0.516666667,0,0,13766799761,13766572261,1378591168,4,11703.99824,60.47065757,0.516666667,67108864,0,0,1,0,1,0
456,1.53E-05,0,574,0.516666667,0,0,13766800361,13766572361,1376487061,4,11703.99824,60.47065757,0.516666667,67108864,0,0,1.4,0,1,0
457,1.47E-05,0,3628,0.616666667,0,0,13766800961,13766572461,1377404562,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.6,0,1,0
458,9.72E-06,0,3793,0.566666667,134217.6,0,13766801561,13766572561,1377454066,4,11703.99824,66.32265669,0.566666667,67108864,134217.6,0,0.333333333,0,1,0
459,1.43E-05,0,7435,0.7,0,0,13766802161,13766572661,1378547364,4,11703.99824,81.92798768,0.7,67108864,0,0,0.8,0,1,0
460,1.41E-05,0,6036,0.75,0,0,13766802761,13766572761,1378127622,4,11703.99824,87.7799868,0.75,67108864,0,0,1.2,0,1.066666667,0
461,1.50E-05,0,5418,0.566666667,0,0,13766803361,13766572861,1377942205,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.666666667,0,1,0
462,1.47E-05,0,5323,0.616666667,0,0,13766803961,13766572961,1377913702,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.6,0,1,0
463,1.43E-05,0,5420,0.7,0,0,13766804561,13766573061,1377942805,4,11703.99824,81.92798768,0.7,67108864,0,0,0.666666667,0,1,0
464,1.50E-05,0,7401,0.566666667,0,0,13766805161,13766573161,1378537163,4,11703.99824,66.32265669,0.566666667,67108864,0,0,1,0,1,0
465,1.45E-05,0,6824,0.65,0,0,13766805761,13766573261,1378364047,4,11703.99824,76.07598856,0.65,67108864,0,0,0.533333333,0,1,0
466,1.52E-05,0,4218,0.517857143,0,0,13766806361,13766573361,1377581876,4,11703.99824,60.60999089,0.517857143,67108864,0,0,0.571428571,0,1,0
467,1.48E-05,0,131,0.6,0,0,13766806961,13766573461,1376354149,4,11703.99824,70.22398944,0.6,67108864,0,0,1.533333333,0,1,0
468,1.33E-05,0,3721,0.6,223696,0,13766807561,13766573561,1377432464,4,11703.99824,70.22398944,0.6,67108864,223696,0,0.466666667,0,1,0
469,1.45E-05,0,8054,0.666666667,0,0,13766808161,13766573661,1378733083,4,11703.99824,78.02665493,0.666666667,67108864,0,0.066666667,2.066666667,0,1,0
470,1.52E-05,0,3603,0.533333333,0,0,13766808761,13766573761,1377397061,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.666666667,0,1,0
471,3.68E-05,0,7177,0.733333333,402652.8,0,13766809361,13766573861,1378469957,4,11703.99824,85.82932043,0.733333333,67108864,402652.8,0,1.266666667,0,1,0
472,1.51E-05,0,4648,0.55,0,0,13766809961,13766573961,1377711186,4,11703.99824,64.37199032,0.55,67108864,0,0,0.533333333,0,1,0
473,1.45E-05,0,3376,0.660714286,0,0,13766810561,13766574061,1377328355,4,11703.99824,77.32998837,0.660714286,67108864,0,0,0.642857143,0,1,0
474,1.42E-05,0,3704,0.716666667,0,0,13766811161,13766574161,1377427363,4,11703.99824,83.87865405,0.716666667,67108864,0,0,0.533333333,0,1,0
475,1.47E-05,0,1726,0.616666667,0,0,13766811761,13766574261,1376832696,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.533333333,0,1,0
476,1.53E-05,0,4246,0.516666667,0,0,13766812361,13766574361,1377590277,4,11703.99824,60.47065757,0.516666667,67108864,0,0,0.533333333,0,1,0
477,1.44E-05,0,391,0.678571429,0,0,13766812961,13766574461,1376432156,4,11703.99824,79.41998806,0.678571429,67108864,0,0,1.357142857,0,1,0
478,1.48E-05,0,3598,0.6,0,0,13766813561,13766574561,1377395561,4,11703.99824,70.22398944,0.6,67108864,0,0,0.666666667,0,1,0
479,1.47E-05,0,5909,0.616666667,0,0,13766814161,13766574661,1378089519,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.466666667,0,1,0
480,1.01E-05,0,309,0.55,89478.4,0,13766814761,13766574761,1376407554,4,11703.99824,64.37199032,0.55,67108864,89478.4,0,1.333333333,0,1,0
481,0.004362268,0,484,87.21666667,13153334.93,0,13766815361,13766574861,1376460059,4,11703.99824,10207.83713,87.21666667,67108864,13153334.93,2.533333333,10190.93333,715,19.46666667,0
482,1.50E-05,0,3723,0.566666667,0,0,13766815961,13766574961,1377433064,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.4,0,1,0
483,1.49E-05,0,196,0.583333333,0,0,13766816561,13766575061,1376373651,4,11703.99824,68.27332307,0.583333333,67108864,0,0,1.333333333,0,0.933333333,0
484,1.49E-05,0,3641,0.583333333,0,0,13766817161,13766575161,1377408462,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.533333333,0,1,0
485,1.52E-05,0,3171,0.533333333,0,0,13766817761,13766575261,1377266849,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.866666667,0,1,0
486,1.46E-05,0,2258,0.633333333,0,0,13766818361,13766575361,1376992612,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.6,0,1,0
487,1.47E-05,0,3197,0.616666667,0,0,13766818961,13766575461,1377274650,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.533333333,0,1,0
488,1.46E-05,0,3367,0.633333333,0,0,13766819561,13766575561,1377325655,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.533333333,0,1,0
489,1.42E-05,0,7412,0.733333333,0,0,13766820161,13766575661,1378540463,4,11703.99824,85.82932043,0.733333333,67108864,0,0,1,0,1,0
490,1.46E-05,0,3573,0.633333333,0,0,13766820761,13766575761,1377387460,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.933333333,0,1.066666667,0
491,1.07E-05,0,2086,0.716666667,44739.2,0,13766821361,13766575861,1376940708,4,11703.99824,83.87865405,0.716666667,67108864,44739.2,0,14.13333333,0,1.333333333,0
492,1.45E-05,0,1305,0.666666667,0,0,13766821961,13766575961,1376706381,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.666666667,0,1,0
493,1.48E-05,0,2428,0.6,0,0,13766822561,13766576061,1377043929,4,11703.99824,70.22398944,0.6,67108864,0,0,0.4,0,1,0
494,1.52E-05,0,5394,0.533333333,0,0,13766823161,13766576161,1377935004,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.466666667,0,1,0
495,1.50E-05,0,7448,0.566666667,0,0,13766823761,13766576261,1378551264,4,11703.99824,66.32265669,0.566666667,67108864,0,0,1,0,1,0
496,1.47E-05,0,5133,0.616666667,0,0,13766824361,13766576361,1377856697,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.666666667,0,1,0
497,1.49E-05,0,3748,0.583333333,0,0,13766824961,13766576461,1377440564,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.933333333,0,1,0
498,1.43E-05,0,7727,0.7,0,0,13766825561,13766576561,1378634973,4,11703.99824,81.92798768,0.7,67108864,0,0,1,0,1,0
499,1.52E-05,0,3726,0.533333333,0,0,13766826161,13766576661,1377433964,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.333333333,0,1,0
500,2.80E-05,0,4811,1.25,402652.8,0,13766826761,13766576761,1377760090,4,11703.99824,146.299978,1.25,67108864,402652.8,131.3333333,21.53333333,0,1.4,0
501,1.45E-05,0,89,0.666666667,0,0,13766827361,13766576861,1376341548,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1.333333333,0,1,0
502,1.50E-05,0,4028,0.566666667,0,0,13766827961,13766576961,1377524571,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.6,0,1,0
503,1.48E-05,0,8522,0.589285714,0,0,13766828561,13766577061,1378873495,4,11703.99824,68.96998963,0.589285714,67108864,0,0,1,0,1,0
504,1.53E-05,0,2833,0.516666667,0,0,13766829161,13766577161,1377165440,4,11703.99824,60.47065757,0.516666667,67108864,0,0,0.333333333,0,0.933333333,0
505,1.45E-05,0,1998,0.65,0,0,13766829761,13766577261,1376914305,4,11703.99824,76.07598856,0.65,67108864,0,0,0.866666667,0,1,0
506,1.46E-05,0,3456,0.633333333,0,0,13766830361,13766577361,1377352357,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.933333333,0.066666667,1.066666667,0
507,1.50E-05,0,7735,0.566666667,0,0,13766830961,13766577461,1378637373,4,11703.99824,66.32265669,0.566666667,67108864,0,0,1,0,1,0
508,1.41E-05,0,7867,0.75,0,0,13766831561,13766577561,1378676977,4,11703.99824,87.7799868,0.75,67108864,0,0,1,0,1,0
509,1.51E-05,0,1010,0.55,0,0,13766832161,13766577661,1376617873,4,11703.99824,64.37199032,0.55,67108864,0,0,0.6,0,1,0
510,1.51E-05,0,1337,0.55,0,0,13766832761,13766577761,1376715982,4,11703.99824,64.37199032,0.55,67108864,0,0,0.666666667,0,1,0
511,1.12E-05,0,716,0.55,178956.8,0,13766833361,13766577861,1376529666,4,11703.99824,64.37199032,0.55,67108864,178956.8,0,0.533333333,0,1,0
512,1.41E-05,0,8507,0.75,0,0,13766833961,13766577961,1378868994,4,11703.99824,87.7799868,0.75,67108864,0,0,1.333333333,0,1,0
513,1.49E-05,0,5963,0.583333333,0,0,13766834561,13766578061,1378105720,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.6,0,1,0
514,1.48E-05,0,3832,0.6,0,0,13766835161,13766578161,1377465767,4,11703.99824,70.22398944,0.6,67108864,0,0,0.533333333,0,1,0
515,1.42E-05,0,4808,0.716666667,0,0,13766835761,13766578261,1377759190,4,11703.99824,83.87865405,0.716666667,67108864,0,0,0.466666667,0,1,0
516,1.48E-05,0,6634,0.6,0,0,13766836361,13766578361,1378307042,4,11703.99824,70.22398944,0.6,67108864,0,0,0.466666667,0,1,0
517,1.51E-05,0,3989,0.55,0,0,13766836961,13766578461,1377512871,4,11703.99824,64.37199032,0.55,67108864,0,0,0.666666667,0,1,0
518,1.53E-05,0,4926,0.5,0,0,13766837561,13766578561,1377794592,4,11703.99824,58.5199912,0.5,67108864,0,0,0.666666667,0,1,0
519,1.45E-05,0,5567,0.65,0,0,13766838161,13766578661,1377986908,4,11703.99824,76.07598856,0.65,67108864,0,0,1.4,0,1,0
520,1.42E-05,0,7999,0.716666667,0,0,13766838761,13766578761,1378716581,4,11703.99824,83.87865405,0.716666667,67108864,0,0,1,0,1,0
521,1.47E-05,0,5711,0.616666667,0,0,13766839361,13766578861,1378030113,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.533333333,0,1,0
522,0.000200356,0,333,94.8,10111066.13,0,13766839961,13766578961,1376414755,4,11703.99824,11095.39033,94.8,67108864,10111066.13,0.2,7130.133333,0,1.533333333,0
523,1.46E-05,0,569,0.633333333,0,0,13766840561,13766579061,1376485561,4,11703.99824,74.12532219,0.633333333,67108864,0,0,1.333333333,0,1,0
524,1.53E-05,0,3227,0.5,0,0,13766841161,13766579161,1377283651,4,11703.99824,58.5199912,0.5,67108864,0,0,0.6,0,1,0
525,1.53E-05,0,5058,0.5,0,0,13766841761,13766579261,1377834195,4,11703.99824,58.5199912,0.5,67108864,0,0,1.266666667,0,1.066666667,0
526,1.50E-05,0,232,0.566666667,0,0,13766842361,13766579361,1376384451,4,11703.99824,66.32265669,0.566666667,67108864,0,0,1.333333333,0,1,0
527,1.51E-05,0,3094,0.55,0,0,13766842961,13766579461,1377243748,4,11703.99824,64.37199032,0.55,67108864,0,0,1.266666667,0,1.066666667,0
528,1.46E-05,0,6664,0.633333333,0,0,13766843561,13766579561,1378316042,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.4,0,0.933333333,0
529,1.49E-05,0,1857,0.583333333,0,0,13766844161,13766579661,1376872001,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.533333333,0,0.933333333,0
530,1.53E-05,0,5203,0.5,0,0,13766844761,13766579761,1377877699,4,11703.99824,58.5199912,0.5,67108864,0,0,0.533333333,0,1,0
531,1.48E-05,0,3312,0.6,0,0,13766845361,13766579861,1377309153,4,11703.99824,70.22398944,0.6,67108864,0,0,0.533333333,0,1,0
532,1.49E-05,0,1390,0.583333333,0,0,13766845961,13766579961,1376731883,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.6,0,1,0
533,1.47E-05,0,5168,0.616666667,0,0,13766846561,13766580061,1377867198,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.533333333,0,1,0
534,1.46E-05,0,2294,0.633333333,0,0,13766847161,13766580161,1377003425,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.6,0,1,0
535,1.42E-05,0,8323,0.716666667,0,0,13766847761,13766580261,1378813790,4,11703.99824,83.87865405,0.716666667,67108864,0,0,1,0,1,0
536,1.46E-05,0,5346,0.633333333,0,0,13766848361,13766580361,1377920602,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.666666667,0,1,0
537,1.51E-05,0,3381,0.55,0,0,13766848961,13766580461,1377329855,4,11703.99824,64.37199032,0.55,67108864,0,0,0.333333333,0,1,0
538,1.76E-05,0,2106,0.6,268435.2,0,13766849561,13766580561,1376946708,4,11703.99824,70.22398944,0.6,67108864,268435.2,0,0.466666667,0,1,0
539,1.53E-05,0,740,0.5,0,0,13766850161,13766580661,1376536866,4,11703.99824,58.5199912,0.5,67108864,0,0,0.666666667,0,1,0
540,1.52E-05,0,2478,0.533333333,0,0,13766850761,13766580761,1377058930,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.666666667,0,1,0
541,1.45E-05,0,1916,0.65,0,0,13766851361,13766580861,1376889703,4,11703.99824,76.07598856,0.65,67108864,0,0,1,0,1.066666667,0
542,1.47E-05,0,6130,0.616666667,0,0,13766851961,13766580961,1378155825,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.666666667,0,1,0
543,1.42E-05,0,7838,0.733333333,0,0,13766852561,13766581061,1378668276,4,11703.99824,85.82932043,0.733333333,67108864,0,0,1,0,1,0
544,1.50E-05,0,2500,0.566666667,0,0,13766853161,13766581161,1377065531,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.666666667,0,1,0
545,2.33E-05,0,3034,0.6,313174.4,0,13766853761,13766581261,1377225746,4,11703.99824,70.22398944,0.6,67108864,313174.4,0,0.666666667,0,1,0
546,1.51E-05,0,1380,0.55,0,0,13766854361,13766581361,1376728883,4,11703.99824,64.37199032,0.55,67108864,0,0,0.8,0,1,0
547,1.44E-05,0,6773,0.683333333,0,0,13766854961,13766581461,1378348745,4,11703.99824,79.97732131,0.683333333,67108864,0,0,0.533333333,0,1,0
548,1.49E-05,0,4680,0.583333333,0,0,13766855561,13766581561,1377720786,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.666666667,0,1,0
